name,age,net_worth_million_usd,industries,country,self_made,gender
Michal Strnad,33,30790.26,Manufacturing,Czech Republic,False,M
Andreas von Bechtolsheim & family,70,30506.52,Technology,Germany,True,M
Melinda French Gates,61,30134.59,Technology,United States,False,F
Vladimir Potanin,65,29740.3,Metals & Mining,Russia,True,M
Huang Shilin,59,29498.58,Energy,China,True,M
Vagit Alekperov,75,29475.06,Energy,Russia,True,M
Lakshmi Mittal,75,29151.47,Metals & Mining,India,False,M
Stefan Quandt,59,28746.18,Automotive,Germany,False,M
François Pinault & family,89,28704.83,Fashion & Retail,France,True,M
Susanne Klatten,63,28664.33,Automotive,Germany,False,F
Aliko Dangote,69,28643.73,Manufacturing,Nigeria,True,M
Leonid Mikhelson & family,70,28301.37,Energy,Russia,True,M
Reinhold Wuerth & family,91,27688.36,Manufacturing,Germany,True,M
Jack Ma,61,27639.87,Technology,China,True,M
Peter Thiel,58,27531.39,Finance & Investments,United States,True,M
Emmanuel Besnier,55,26490.54,Food & Beverage,France,False,M
Vicky Safra & family,73,26417.9,Finance & Investments,Greece,False,F
Cyrus Poonawalla,84,26179.47,Healthcare,India,False,M
Rick Cohen & family,73,25934.91,Technology,United States,False,M
Israel Englander,77,25766.5,Finance & Investments,United States,True,M
Suleiman Kerimov & family,60,25662.2,Finance & Investments,Russia,True,M
Pham Nhat Vuong,57,25634.55,Diversified,Vietnam,True,M
Vladimir Lisin,69,25532.47,Metals & Mining,Russia,True,M
Gina Rinehart,72,25235.2,Metals & Mining,Australia,False,F
Phil Knight & family,88,25156.45,Fashion & Retail,United States,True,M
Dang Yanbao,53,25002.83,Metals & Mining,China,True,M
Lei Jun,56,24707.3,Technology,China,True,M
Stuart Hoegner,65,24700.0,Finance & Investments,Canada,True,M
Jay Y. Lee,57,24563.79,Technology,South Korea,False,M
Wang Chuanfu,60,24357.99,Automotive,China,True,M
Gennady Timchenko,73,24165.65,Energy,Russia,True,M
Christy Walton,77,24108.43,Fashion & Retail,United States,False,F
Dilip Shanghvi,70,24099.98,Healthcare,India,True,M
Daniel Gilbert,64,24076.81,Finance & Investments,United States,True,M
Prajogo Pangestu,81,23834.81,Diversified,Indonesia,True,M
David Tepper,68,23687.0,Finance & Investments,United States,True,M
Harry Triguboff,93,23162.1,Real Estate,Australia,True,M
Steve Cohen,69,22978.74,Finance & Investments,United States,True,M
Henry Nicholas III,66,22966.87,Technology,United States,True,M
Rupert Murdoch & family,95,22794.18,Media & Entertainment,United States,False,M
Diane Hendricks,79,22332.9,Construction & Engineering,United States,True,F
Stefan Persson,78,22292.64,Fashion & Retail,Sweden,False,M
Stanley Kroenke,78,22238.5,Sports,United States,True,M
Todd Graves,54,21983.0,Food & Beverage,United States,True,M
Yu Yong,65,21840.41,Finance & Investments,China,True,M
Eric Li,62,21753.08,Automotive,China,True,M
Vinod Adani,77,21564.64,Diversified,Cyprus,True,M
Ernest Garcia II,68,21555.48,Automotive,United States,True,M
Chen Tianshi,41,21269.9,Technology,China,True,M
John Fredriksen,81,21034.42,Logistics,Cyprus,True,M
Michael Platt,58,20901.0,Finance & Investments,United Kingdom,True,M
Kumar Birla,58,20827.85,Diversified,India,False,M
Prince Alwaleed Bin Talal Alsaud,71,20826.38,Finance & Investments,Saudi Arabia,True,M
John Doerr,74,20632.84,Finance & Investments,United States,True,M
Zhong Huijuan,65,20618.31,Healthcare,China,True,F
Andrey Melnichenko & family,54,20422.09,Metals & Mining,Russia,True,M
Renata Kellnerova & family,58,19994.65,Finance & Investments,Czech Republic,False,F
Kwong Siu-hing,96,19946.78,Real Estate,Hong Kong,False,F
Jerry Jones & family,83,19873.61,Sports,United States,True,M
Nancy Walton Laurie,74,19842.37,Fashion & Retail,United States,False,F
John Tu,84,19822.0,Technology,United States,True,M
David Sun,74,19798.21,Technology,United States,True,M
Andrew Forrest & family,64,19542.14,Metals & Mining,Australia,True,M
Philip Anschutz,86,19401.0,Finance & Investments,United States,False,M
Qin Yinglin,61,19289.63,Food & Beverage,China,True,M
Lu Xiangyang,63,19224.02,Automotive,China,True,M
Donald Bren,93,19212.09,Real Estate,United States,True,M
Brett Adcock,40,19104.43,Technology,United States,True,M
Takemitsu Takizaki,80,18922.79,Manufacturing,Japan,True,M
Dhanin Chearavanont,87,18826.25,Diversified,Thailand,False,M
Jorge Paulo Lemann & family,86,18823.95,Food & Beverage,Brazil,True,M
Beate Heister,75,18803.0,Fashion & Retail,Germany,False,F
Karl Albrecht Jr. & family,78,18803.0,Fashion & Retail,Germany,False,M
Nik Storonsky,41,18750.0,Finance & Investments,United Kingdom,True,M
Chen Jianhua,55,18628.54,Manufacturing,China,True,M
Wang Weixiu & family,75,18384.85,Manufacturing,China,True,M
Torstein Hagen,83,18230.49,Service,Norway,True,M
James Ratcliffe,73,18223.74,Manufacturing,United Kingdom,True,M
Ludwig Merckle,61,18090.4,Finance & Investments,Germany,False,M
R. Budi Hartono,86,18027.05,Finance & Investments,Indonesia,False,M
Charles Ergen,73,18006.46,Media & Entertainment,United States,True,M
Edwin Chen,38,18000.0,Technology,United States,True,M
Eric Smidt,66,17923.0,Fashion & Retail,United States,True,M
Theo Albrecht Jr & family,75,17751.93,Fashion & Retail,Germany,False,M
Nathan Kirsh,94,17618.62,Fashion & Retail,Eswatini (Swaziland),True,M
Alejandro Baillères Gual & family,64,17588.46,Diversified,Mexico,False,M
John Collison,35,17490.0,Technology,Ireland,True,M
Patrick Collison,37,17490.0,Technology,Ireland,True,M
Radhakishan Damani,71,17453.6,Fashion & Retail,India,True,M
Low Tuck Kwong,78,17430.34,Energy,Indonesia,True,M
John Menard Jr,86,17289.51,Fashion & Retail,United States,True,M
Pei Zhenhua,67,17227.6,Energy,China,True,M
Jan Koum,50,17023.05,Technology,United States,True,M
Stephen Ross,85,16982.71,Real Estate,United States,True,M
Arthur Dantchik,68,16877.0,Finance & Investments,United States,True,M
Sarath Ratanavadi,60,16874.31,Energy,Thailand,True,M
Anders Holch Povlsen,53,16685.41,Fashion & Retail,Denmark,False,M
Georg Schaeffler,61,16676.82,Automotive,Germany,False,M
Wang Wei,55,16477.1,Service,China,True,M
Mikhail Fridman,62,16440.85,Energy,Russia,True,M
Brad Jacobs,69,16292.67,Logistics,United States,True,M
